company,type,address,gu,dong,,,,,,,
(의)제일의료재단제일병원,폐수배출업소관리,서울특별시 중구 묵정동 31-4번지 ,중구,묵정동,,,,,,,
(의)제일의료재단제일병원,폐수배출업소관리,서울특별시 중구 묵정동 1-19번지 외 8필지 ,중구,묵정동,,,,,,8필지,
그린염색,폐수배출업소관리,서울특별시 중구 광희동1가 53번지 ,중구,광희동1가,,,,,,,
인쇄나라,폐수배출업소관리,서울특별시 중구 인현동2가 128-15번지 영성빌딩203호 ,중구,인현동2가,,,,,,,
서울중앙의료의원,폐수배출업소관리,서울특별시 중구 충무로1가 21-1번지 포스트타워 B3층 ,중구,충무로1가,,,,,,B3층,
명동QS칼라,폐수배출업소관리,서울특별시 중구 명동1가 29-1번지 ,중구,명동1가,,,,,,,
디지털삼성,폐수배출업소관리,서울특별시 중구 태평로2가 150번지 태평로빌딩지하 ,중구,태평로2가,,,,,,,
대륜문화사,폐수배출업소관리,서울특별시 중구 인현동1가 31-7번지 (2층) ,중구,인현동1가,,,,,,,
신원염색,폐수배출업소관리,서울특별시 중구 주교동 90-15번지 ,중구,주교동,,,,,,,
물들임,폐수배출업소관리,서울특별시 중구 주교동 272-7번지 ,중구,주교동,,,,,,,
이원,폐수배출업소관리,서울특별시 중구 주교동 58-7번지 ,중구,주교동,,,,,,,
삼우염색,폐수배출업소관리,서울특별시 중구 주교동 232번지 ,중구,주교동,,,,,,,
동아원색,폐수배출업소관리,서울특별시 중구 인현동1가 70-9번지 ,중구,인현동1가,,,,,,,
(주)신세계장충점,폐수배출업소관리,서울특별시 중구 장충동1가 62-14번지 ,중구,장충동1가,,,,,,,
시조문화사,폐수배출업소관리,서울특별시 중구 을지로3가 268번지 ,중구,을지로3가,,,,,,,
한국제판,폐수배출업소관리,서울특별시 중구 을지로3가 285번지 ,중구,을지로3가,,,,,,,
명일인쇄,폐수배출업소관리,서울특별시 중구 인현동2가 151-8번지 ,중구,인현동2가,,,,,,,
(주)성립애드,폐수배출업소관리,서울특별시 중구 신당동 361-13번지 ,중구,신당동,,,,,,,
삼일상사,폐수배출업소관리,서울특별시 중구 인현동1가 32-1번지 (2층) ,중구,인현동1가,,,,,,,
무지개칼라,폐수배출업소관리,서울특별시 중구 인현동2가 190-1번지 ,중구,인현동2가,,,,,,,
정안문화사,폐수배출업소관리,서울특별시 중구 예관동 70-50번지 원창빌딩301 ,중구,예관동,,,,,,,
(주)현대아트컴,폐수배출업소관리,서울특별시 중구 을지로3가 320-8번지 ,중구,을지로3가,,,,,,,
창조,폐수배출업소관리,서울특별시 중구 산림동 1-2번지 ,중구,산림동,,,,,,,
세한염색,폐수배출업소관리,서울특별시 중구 주교동 200번지 ,중구,주교동,,,,,,,
광일염색,폐수배출업소관리,서울특별시 중구 주교동 240번지 ,중구,주교동,,,,,,,
대한염색,폐수배출업소관리,서울특별시 중구 주교동 239번지 ,중구,주교동,,,,,,,
동국염색,폐수배출업소관리,서울특별시 중구 주교동 286-3번지 ,중구,주교동,,,,,,,
우주사,폐수배출업소관리,서울특별시 중구 주교동 240번지 ,중구,주교동,,,,,,,
현대염색,폐수배출업소관리,서울특별시 중구 주교동 102-1번지 ,중구,주교동,,,,,,,
대동염색,폐수배출업소관리,서울특별시 중구 주교동 281번지 ,중구,주교동,,,,,,,
보은상사,폐수배출업소관리,서울특별시 중구 주교동 58-6번지 ,중구,주교동,,,,,,,
서울사,폐수배출업소관리,서울특별시 중구 주교동 90-3번지 ,중구,주교동,,,,,,,
제일염색,폐수배출업소관리,서울특별시 중구 주교동 90-14번지 ,중구,주교동,,,,,,,
베스트염색,폐수배출업소관리,서울특별시 중구 주교동 215-3번지 ,중구,주교동,,,,,,,
동국대학교,폐수배출업소관리,서울특별시 중구 필동3가 26번지 ,중구,필동3가,,,,,,,
(주)호텔신라,폐수배출업소관리,서울특별시 중구 장충동2가 202번지 ,중구,장충동2가,,,,,,,
(주)퍼시픽호텔,폐수배출업소관리,서울특별시 중구 남산동2가 31-1번지 ,중구,남산동2가,,,,,,,
(주)호텔롯데,폐수배출업소관리,서울특별시 중구 소공동 1번지 ,중구,소공동,,,,,,,
주식회사씨디엘호텔코리아,폐수배출업소관리,서울특별시 중구 남대문로5가 395번지 ,중구,남대문로5가,,,,,,,
(주)명성센타,폐수배출업소관리,서울특별시 중구 충무로2가 51-3번지 인성빌딩1층 ,중구,충무로2가,,,,,,,
월드종합인쇄,폐수배출업소관리,서울특별시 중구 충무로4가 145번지 ,중구,충무로4가,,,,,,,
에스디소프트,폐수배출업소관리,서울특별시 중구 필동2가 19-15번지 2층 ,중구,필동2가,,,,,,,
무지개컬러,폐수배출업소관리,서울특별시 중구 충무로3가 25-12번지 ,중구,충무로3가,,,,,,,
글로벌,폐수배출업소관리,서울특별시 중구 충무로2가 48-4번지 ,중구,충무로2가,,,,,,,
제이에스프린피아,폐수배출업소관리,서울특별시 중구 을지로6가 45-7번지 외2필지 ,중구,을지로6가,,,,,,,
(주)태경인쇄,폐수배출업소관리,서울특별시 중구 묵정동 3-40번지 ,중구,묵정동,,,,,,,
대일부식,폐수배출업소관리,서울특별시 중구 주교동 297-9번지 ,중구,주교동,,,,,,,
배원인쇄사,폐수배출업소관리,서울특별시 중구 을지로6가 45-7번지 ,중구,을지로6가,,,,,,,
중구자원재활용처리장,폐수배출업소관리,서울특별시 중구 의주로2가 16-4번지 ,중구,의주로2가,,,,,,,
(주)중앙에너비스 퇴계로지점,폐수배출업소관리,서울특별시 중구 필동2가 51번지 ,중구,필동2가,,,,,,,
SK네트웍스(주)통일주유소,폐수배출업소관리,서울특별시 중구 장충동2가 186-69번지 ,중구,장충동2가,,,,,,,
지에스칼텍스(주),폐수배출업소관리,서울특별시 중구 초동 107-12번지 ,중구,초동,,,,,,,
지에스칼텍스(주),폐수배출업소관리,서울특별시 중구 남대문로5가 84-17번지 ,중구,남대문로5가,,,,,,,
서남주유소,폐수배출업소관리,서울특별시 중구 봉래동1가 126-2번지 ,중구,봉래동1가,,,,,,,
서울석유(주)세화주유소,폐수배출업소관리,서울특별시 중구 신당동 741번지 ,중구,신당동,,,,,,,
중부소방서,폐수배출업소관리,서울특별시 중구 무학동 43번지 ,중구,무학동,,,,,,,
현대자동차황학남부점,폐수배출업소관리,서울특별시 중구 황학동 1092번지 ,중구,황학동,,,,,,,
수정종합상사,폐수배출업소관리,서울특별시 중구 무학동 15-1번지 ,중구,무학동,,,,,,,
신당동주유소,폐수배출업소관리,서울특별시 중구 신당동 101-9번지 ,중구,신당동,,,,,,,
약수주유소,폐수배출업소관리,서울특별시 중구 신당동 336-5번지 ,중구,신당동,,,,,,,
고려사,폐수배출업소관리,서울특별시 중구 산림동 113-1번지 ,중구,산림동,,,,,,,
에스피라인,폐수배출업소관리,서울특별시 중구 인현동1가 66번지 일진빌딜지하1층 ,중구,인현동1가,,,,,,,
두산원색,폐수배출업소관리,서울특별시 중구 인현동1가 15-15번지 ,중구,인현동1가,,,,,,,
창성기획,폐수배출업소관리,서울특별시 중구 을지로4가 4-54번지 보은빌딩502 ,중구,을지로4가,,,,,,,
서경프린팅,폐수배출업소관리,서울특별시 중구 인현동1가 84번지 ,중구,인현동1가,,,,,,,
현프린테크,폐수배출업소관리,서울특별시 중구 인현동1가 59-10번지 ,중구,인현동1가,,,,,,,
서산체인,폐수배출업소관리,서울특별시 중구 오장동 139-11번지 외 2필지 ,중구,오장동,,,,,,2필지,
한진인쇄공사,폐수배출업소관리,서울특별시 중구 을지로3가 334-2번지 ,중구,을지로3가,,,,,,,
아트출력,폐수배출업소관리,서울특별시 중구 인현동1가 112-3번지 (2층) ,중구,인현동1가,,,,,,,
혜진칼라교정,폐수배출업소관리,서울특별시 중구 인현동1가 87-17번지 ,중구,인현동1가,,,,,,,
충무아트교정,폐수배출업소관리,서울특별시 중구 인현동1가 132-2번지 ,중구,인현동1가,,,,,,,
대정문화인쇄,폐수배출업소관리,서울특별시 중구 인현동1가 114번지 ,중구,인현동1가,,,,,,,
서경문화사,폐수배출업소관리,서울특별시 중구 인현동1가 137번지 ,중구,인현동1가,,,,,,,
성일사,폐수배출업소관리,서울특별시 중구 인현동1가 111-6번지 ,중구,인현동1가,,,,,,,
동희현문화인쇄,폐수배출업소관리,서울특별시 중구 저동2가 48-5번지 302호 ,중구,저동2가,,,,,,,
(주)대경토탈,폐수배출업소관리,서울특별시 중구 저동2가 50-2번지 ,중구,저동2가,,,,,,,
(주)신우인쇄상사,폐수배출업소관리,서울특별시 중구 쌍림동 177번지 ,중구,쌍림동,,,,,,,
유림프로세스,폐수배출업소관리,서울특별시 중구 초동 53-5번지 ,중구,초동,,,,,,,
진영출력센타,폐수배출업소관리,서울특별시 중구 초동 158-5번지 ,중구,초동,,,,,,,
칼라아트,폐수배출업소관리,서울특별시 중구 저동2가 46-2번지 3층 ,중구,저동2가,,,,,,,
(주)영프로세스프린팅,폐수배출업소관리,서울특별시 중구 초동 156-6번지 (2층) ,중구,초동,,,,,,,
주-유림문화,폐수배출업소관리,서울특별시 중구 저동2가 48-6번지 유림빌딩3층 ,중구,저동2가,,,,,,,
서울문화CTP(씨티피),폐수배출업소관리,서울특별시 중구 저동2가 48-5번지 ,중구,저동2가,,,,,,,
디원,폐수배출업소관리,서울특별시 중구 저동2가 46-12번지 2층 ,중구,저동2가,,,,,,,
삼화칼라,폐수배출업소관리,서울특별시 중구 초동 156-8번지 ,중구,초동,,,,,,,
나인애드,폐수배출업소관리,서울특별시 중구 저동2가 48-3번지 ,중구,저동2가,,,,,,,
(주)장은출력시스템,폐수배출업소관리,서울특별시 중구 저동2가 48-22번지 ,중구,저동2가,,,,,,,
이수CTP,폐수배출업소관리,서울특별시 중구 저동2가 48-20번지 경구빌딩202호 ,중구,저동2가,,,,,,,
위즈프린팅,폐수배출업소관리,서울특별시 중구 저동2가 48-1번지 (2층) ,중구,저동2가,,,,,,,
광림입출력센터,폐수배출업소관리,서울특별시 중구 초동 155-1번지 ,중구,초동,,,,,,,
상림인쇄,폐수배출업소관리,서울특별시 중구 오장동 69-14번지 3층 ,중구,오장동,,,,,,,
(주)쿠텐베르크,폐수배출업소관리,서울특별시 중구 초동 155-2번지 윤빌딩4층 ,중구,초동,,,,,,,
알래스카커뮤니케이션즈,폐수배출업소관리,서울특별시 중구 초동 42번지 아시아미디어타워606~607호 ,중구,초동,,,,,,,
우성사,폐수배출업소관리,서울특별시 중구 예관동 53-4번지 ,중구,예관동,,,,,,,
성광기획인쇄,폐수배출업소관리,서울특별시 중구 저동2가 47-2번지 (3층) ,중구,저동2가,,,,,,,
서울문화인쇄(주),폐수배출업소관리,서울특별시 중구 저동2가 47-6번지 ,중구,저동2가,,,,,,,
우일인쇄공사,폐수배출업소관리,서울특별시 중구 초동 21-1번지 기영빌딩2층 ,중구,초동,,,,,,,
우리인쇄소,폐수배출업소관리,서울특별시 중구 초동 106-15번지 ,중구,초동,,,,,,,
세종씨앤피,폐수배출업소관리,서울특별시 중구 저동2가 20-1번지 ,중구,저동2가,,,,,,,
(주)삼진프린테크,폐수배출업소관리,서울특별시 중구 저동2가 47-3번지 3층 ,중구,저동2가,,,,,,,
미래출력,폐수배출업소관리,서울특별시 중구 초동 18-11번지 성업빌딩3층 ,중구,초동,,,,,,,
영창칠,대기배출업소관리,서울특별시 중구 산림동 58-3번지 ,중구,산림동,,,,,,,
부광칠,대기배출업소관리,서울특별시 중구 을지로3가 202번지 ,중구,을지로3가,,,,,,,
현대칠,대기배출업소관리,서울특별시 중구 산림동 55-2번지 ,중구,산림동,,,,,,,
천우모터스,대기배출업소관리,서울특별시 중구 저동2가 61-8번지 외3필지 ,중구,저동2가,,,,,,,
시대특수칠,대기배출업소관리,서울특별시 중구 산림동 122-1번지 ,중구,산림동,,,,,,,
대흥공업사,대기배출업소관리,서울특별시 중구 을지로3가 187번지 ,중구,을지로3가,,,,,,,
영진사,대기배출업소관리,서울특별시 중구 입정동 45번지 ,중구,입정동,,,,,,,
미광특수칠공업사,대기배출업소관리,서울특별시 중구 입정동 120번지 ,중구,입정동,,,,,,,
대광특수도장,대기배출업소관리,서울특별시 중구 광희동1가 31번지 ,중구,광희동1가,,,,,,,
에스에이명진지퍼,폐수배출업소관리,서울특별시 중구 황학동 1154번지 ,중구,황학동,,,,,,,
그린염색,폐수배출업소관리,서울특별시 중구 광희동1가 53번지 ,중구,광희동1가,,,,,,,
피알프린팅,폐수배출업소관리,서울특별시 중구 인현동2가 134-7번지 신성빌딩102호 ,중구,인현동2가,,,,,,,
칼라아트,폐수배출업소관리,서울특별시 중구 인현동2가 135-4번지 ,중구,인현동2가,,,,,,,
우리인쇄(주),폐수배출업소관리,서울특별시 중구 인현동2가 181-1번지 2층 ,중구,인현동2가,,,,,,,
인쇄나라,폐수배출업소관리,서울특별시 중구 인현동2가 128-15번지 영성빌딩203호 ,중구,인현동2가,,,,,,,
명일인쇄,폐수배출업소관리,서울특별시 중구 인현동2가 128-5번지 ,중구,인현동2가,,,,,,,
네오그래픽스,폐수배출업소관리,서울특별시 중구 인현동2가 151-1번지 국일빌딩311 ,중구,인현동2가,,,,,,,
엠오정판사,폐수배출업소관리,서울특별시 중구 인현동2가 181-7번지 ,중구,인현동2가,,,,,,,
(주)애드피앤씨,폐수배출업소관리,서울특별시 중구 묵정동 30-20번지 ,중구,묵정동,,,,,,,
군자출판사(주),폐수배출업소관리,서울특별시 중구 묵정동 30-10번지 2층 ,중구,묵정동,,,,,,,
태경원색,폐수배출업소관리,서울특별시 중구 묵정동 30-3번지 삼광빌딩 2층2호 ,중구,묵정동,,,,,,2층2호,
(주)그래픽코리아,폐수배출업소관리,서울특별시 중구 묵정동 24-1번지 ,중구,묵정동,,,,,,,
태경인쇄,폐수배출업소관리,서울특별시 중구 묵정동 3-40번지 ,중구,묵정동,,,,,,,
동남인쇄사,폐수배출업소관리,서울특별시 중구 묵정동 30]-10번지 ,중구,묵정동,,,,,,,
(주)애드피앤씨,폐수배출업소관리,서울특별시 중구 묵정동 32-3번지 ,중구,묵정동,,,,,,,
지에스넥스테이션(주)초동주유소,폐수배출업소관리,서울특별시 중구 초동 107-1번지 ,중구,초동,,,,,,,
서울석유(주)장충주유소,폐수배출업소관리,서울특별시 중구 장충동1가 31-1번지 ,중구,장충동1가,,,,,,,
국립중앙의료원,폐수배출업소관리,서울특별시 중구 을지로6가 18-79번지 ,중구,을지로6가,,,,,,,
(주)퍼시픽호텔,폐수배출업소관리,서울특별시 중구 남산동2가 31-1번지 ,중구,남산동2가,,,,,,,
송도병원,폐수배출업소관리,서울특별시 중구 신당동 366-144번지 ,중구,신당동,,,,,,,
서울석유(주)인창주유소,폐수배출업소관리,서울특별시 중구 황학동 938번지 ,중구,황학동,,,,,,,
주식회사씨디엘호텔코리아,폐수배출업소관리,서울특별시 중구 남대문로5가 395번지 ,중구,남대문로5가,,,,,,,
성금사,폐수배출업소관리,서울특별시 중구 북창동 97번지 협동빌딩302호 ,중구,북창동,,,,,,,
금보사,폐수배출업소관리,서울특별시 중구 북창동 81번지 강남빌딩 4층 ,중구,북창동,,,,,,4층,
고전사랑,폐수배출업소관리,서울특별시 중구 북창동 81번지 강남빌딩 5층 ,중구,북창동,,,,,,5층,
하나공방,폐수배출업소관리,서울특별시 중구 북창동 81번지 강남빌딩 5층 ,중구,북창동,,,,,,5층,
서남주유소,폐수배출업소관리,서울특별시 중구 봉래동1가 126-2번지 ,중구,봉래동1가,,,,,,,
(주)호텔롯데,폐수배출업소관리,서울특별시 중구 소공동 1번지 ,중구,소공동,,,,,,,
주식회사세방디지탈랩,폐수배출업소관리,서울특별시 중구 만리동1가 54-12번지 ,중구,만리동1가,,,,,,,
안내과의원,폐수배출업소관리,서울특별시 중구 남창동 9-15번지 ,중구,남창동,,,,,,,
모아의원,폐수배출업소관리,서울특별시 중구 중림동 610번지 조현빌딩6층 ,중구,중림동,,,,,,,
우리의원,폐수배출업소관리,서울특별시 중구 남창동 167-8번지 ,중구,남창동,,,,,,,
전국인쇄,폐수배출업소관리,서울특별시 중구 초동 42번지 아시아미디어타워지하103호 ,중구,초동,,,,,,,
대광그래픽스,폐수배출업소관리,서울특별시 중구 초동 42번지 아시아미디어타워지하106호 ,중구,초동,,,,,,,
삼정인쇄공사,폐수배출업소관리,서울특별시 중구 초동 42번지 아시아미디어타워지하1층101호 ,중구,초동,,,,,,,
자프린트닷컴(주),폐수배출업소관리,서울특별시 중구 초동 17-2번지 태창빌딩301호 ,중구,초동,,,,,,,
동서주물,폐수배출업소관리,서울특별시 중구 명동2가 98-1번지 ,중구,명동2가,,,,,,,
성신프로세스,폐수배출업소관리,서울특별시 중구 오장동 148-33번지 ,중구,오장동,,,,,,,
하나그래피아,폐수배출업소관리,서울특별시 중구 오장동 101-18번지 ,중구,오장동,,,,,,,
한진기획,폐수배출업소관리,서울특별시 중구 오장동 197-1번지 2층 ,중구,오장동,,,,,,,
선문사,폐수배출업소관리,서울특별시 중구 오장동 101-1번지 ,중구,오장동,,,,,,,
지성토탈,폐수배출업소관리,서울특별시 중구 충무로2가 49-7번지 3층 ,중구,충무로2가,,,,,,,
국일특수인쇄(주),폐수배출업소관리,서울특별시 중구 예관동 70-8번지 4층 ,중구,예관동,,,,,,,
(주)용일프린팅,폐수배출업소관리,서울특별시 중구 예관동 126번지 예관빌딩12층 ,중구,예관동,,,,,,,
명문CTP,폐수배출업소관리,서울특별시 중구 오장동 69-13번지 ,중구,오장동,,,,,,,
덕영인쇄,폐수배출업소관리,서울특별시 중구 오장동 206-10번지 ,중구,오장동,,,,,,,
대 경,폐수배출업소관리,서울특별시 중구 오장동 139-10번지 ,중구,오장동,,,,,,,
해왕애드,폐수배출업소관리,서울특별시 중구 예관동 70-7번지 ,중구,예관동,,,,,,,
삼일,폐수배출업소관리,서울특별시 중구 오장동 90-4번지 ,중구,오장동,,,,,,,
주기문화,폐수배출업소관리,서울특별시 중구 예관동 126번지 ,중구,예관동,,,,,,,
삼아기획인쇄,폐수배출업소관리,서울특별시 중구 예관동 70-7번지 ,중구,예관동,,,,,,,
유원기획,폐수배출업소관리,서울특별시 중구 오장동 139-10번지 ,중구,오장동,,,,,,,
서원문화,폐수배출업소관리,서울특별시 중구 주교동 96-1번지 코리아빌딩2층 ,중구,주교동,,,,,,,
갭,폐수배출업소관리,서울특별시 중구 초동 64-1번지 (2층) ,중구,초동,,,,,,,
한양프린트,폐수배출업소관리,서울특별시 중구 초동 64-1번지 ,중구,초동,,,,,,,
한주애드,폐수배출업소관리,서울특별시 중구 충무로5가 36-3번지 일호빌딩502(4층) ,중구,충무로5가,,,,,,,
신한인쇄,폐수배출업소관리,서울특별시 중구 초동 1-3번지 2층 ,중구,초동,,,,,,,
진영교정,폐수배출업소관리,서울특별시 중구 초동 53-14번지 ,중구,초동,,,,,,,
보성PRS,폐수배출업소관리,서울특별시 중구 필동2가 19-5번지 (지하1층) ,중구,필동2가,,,,,,,
인제부속대학 백병원,폐수배출업소관리,서울특별시 중구 저동2가 64번지 ,중구,저동2가,,,,,,,
두진원색,폐수배출업소관리,서울특별시 중구 초동 156-8번지 민성빌딩302호 ,중구,초동,,,,,,,
에벤에셀,폐수배출업소관리,서울특별시 중구 초동 19-2번지 ,중구,초동,,,,,,,
(주)한국출력,폐수배출업소관리,서울특별시 중구 초동 19-1번지 ,중구,초동,,,,,,,
정진칼라,폐수배출업소관리,서울특별시 중구 초동 1-3번지 ,중구,초동,,,,,,,
삼광P.N.P,폐수배출업소관리,서울특별시 중구 초동 156-8번지 (502호) ,중구,초동,,,,,,,
세원프로세스,폐수배출업소관리,서울특별시 중구 초동 40-5번지 ,중구,초동,,,,,,,
윤가정의학과의원,폐수배출업소관리,서울특별시 중구 회현동1가 202-5번지 일신빌딩8층 ,중구,회현동1가,,,,,,,
연세의원,폐수배출업소관리,서울특별시 중구 신당동 282-103번지 (2층) ,중구,신당동,,,,,,,
박문승내과의원,폐수배출업소관리,서울특별시 중구 신당동 102-6번지 하나빌딩4층 ,중구,신당동,,,,,,,
이동우외과,폐수배출업소관리,서울특별시 중구 흥인동 109번지 ,중구,흥인동,,,,,,,
양유식치과의원,폐수배출업소관리,서울특별시 중구 신당동 171번지 ,중구,신당동,,,,,,,
Uncle Dam(엉클담),폐수배출업소관리,서울특별시 중구 남대문로5가 17-11번지 ,중구,남대문로5가,,,,,,,
우륵현상소,폐수배출업소관리,서울특별시 중구 봉래동1가 48-3번지 지하1층 ,중구,봉래동1가,,,,,,,
주내과,폐수배출업소관리,서울특별시 중구 서소문동 53-2번지 ,중구,서소문동,,,,,,,
남대문사진관,폐수배출업소관리,서울특별시 중구 남대문로5가 139번지 ,중구,남대문로5가,,,,,,,
골드만비뇨기과의원,폐수배출업소관리,서울특별시 중구 남대문로5가 6-1번지 ,중구,남대문로5가,,,,,,,
윌치과,폐수배출업소관리,서울특별시 중구 남대문로5가 6-1번지 (지하1층) ,중구,남대문로5가,,,,,,,
명문칼라현상소,폐수배출업소관리,서울특별시 중구 남대문로3가 92-1번지 ,중구,남대문로3가,,,,,,,
백민의원,폐수배출업소관리,서울특별시 중구 남대문로5가 537번지 GS역전빌딩지하1층 ,중구,남대문로5가,,,,,,,
원스튜디오,폐수배출업소관리,서울특별시 중구 남대문로5가 84-11번지 ,중구,남대문로5가,,,,,,,
(주)무창인포텍 남창동지점,폐수배출업소관리,서울특별시 중구 남창동 1-1번지 굳앤굳상가410호 ,중구,남창동,,,,,,,
영락내과의원,폐수배출업소관리,서울특별시 중구 저동2가 50-1번지 외1필지 201호 ,중구,저동2가,,,,,,201호,
유건내과의원,폐수배출업소관리,서울특별시 중구 필동2가 19-11번지 ,중구,필동2가,,,,,,,
씨디뱅크,폐수배출업소관리,서울특별시 중구 충무로1가 3-6번지 서울빌딩610 ,중구,충무로1가,,,,,,,
명동QS칼라,폐수배출업소관리,서울특별시 중구 명동1가 29-1번지 ,중구,명동1가,,,,,,,
스타샷,폐수배출업소관리,서울특별시 중구 명동2가 86번지 4층 ,중구,명동2가,,,,,,,
금영인쇄사,폐수배출업소관리,서울특별시 중구 을지로2가 101-24번지 (4층) ,중구,을지로2가,,,,,,,
삼양기업,폐수배출업소관리,서울특별시 중구 을지로4가 26번지 ,중구,을지로4가,,,,,,,
포유,폐수배출업소관리,서울특별시 중구 인현동1가 101-8번지 ,중구,인현동1가,,,,,,,
명신사,폐수배출업소관리,서울특별시 중구 인현동1가 127-9번지 ,중구,인현동1가,,,,,,,
영교정,폐수배출업소관리,서울특별시 중구 인현동1가 133-1번지 ,중구,인현동1가,,,,,,,
고려사,폐수배출업소관리,서울특별시 중구 산림동 113-1번지 ,중구,산림동,,,,,,,
삼호명판,폐수배출업소관리,서울특별시 중구 산림동 108-1번지 ,중구,산림동,,,,,,,
신우금속,폐수배출업소관리,서울특별시 중구 입정동 81번지 ,중구,입정동,,,,,,,
혜성산업,폐수배출업소관리,서울특별시 중구 주교동 253번지 ,중구,주교동,,,,,,,
삼광사,폐수배출업소관리,서울특별시 중구 인현동1가 133-2번지 ,중구,인현동1가,,,,,,,
경양사,폐수배출업소관리,서울특별시 중구 산림동 46번지 ,중구,산림동,,,,,,,
대성문화사,폐수배출업소관리,서울특별시 중구 인현동1가 87-16번지 ,중구,인현동1가,,,,,,,
태광기업,폐수배출업소관리,서울특별시 중구 산림동 133번지 ,중구,산림동,,,,,,,
광일금속,폐수배출업소관리,서울특별시 중구 산림동 31-1번지 ,중구,산림동,,,,,,,
동선기업,폐수배출업소관리,서울특별시 중구 산림동 58-1번지 ,중구,산림동,,,,,,,
선명금속인쇄사,폐수배출업소관리,서울특별시 중구 주교동 315-1번지 ,중구,주교동,,,,,,,
종합기획,폐수배출업소관리,서울특별시 중구 주교동 222-2번지 ,중구,주교동,,,,,,,
대일부식,폐수배출업소관리,서울특별시 중구 주교동 297-9번지 ,중구,주교동,,,,,,,
다원염색,폐수배출업소관리,서울특별시 중구 주교동 272-7번지 ,중구,주교동,,,,,,,
세일염색,폐수배출업소관리,서울특별시 중구 주교동 240번지 ,중구,주교동,,,,,,,
세진염색,폐수배출업소관리,서울특별시 중구 주교동 80-2번지 ,중구,주교동,,,,,,,
효성사,폐수배출업소관리,서울특별시 중구 인현동1가 82-2번지 ,중구,인현동1가,,,,,,,
태성명판,폐수배출업소관리,서울특별시 중구 주교동 210-4번지 ,중구,주교동,,,,,,,
대성기업,폐수배출업소관리,서울특별시 중구 주교동 242번지 ,중구,주교동,,,,,,,
동우부식,폐수배출업소관리,서울특별시 중구 주교동 210-3번지 ,중구,주교동,,,,,,,
대경섬유,폐수배출업소관리,서울특별시 중구 주교동 272-6번지 ,중구,주교동,,,,,,,
영지애드컴,폐수배출업소관리,서울특별시 중구 인현동2가 181-31번지 (403호) ,중구,인현동2가,,,,,,,
금강칼라인쇄,폐수배출업소관리,서울특별시 중구 인현동2가 228-1번지 ,중구,인현동2가,,,,,,,
삼성대일인쇄,폐수배출업소관리,서울특별시 중구 인현동2가 205번지 (2층) ,중구,인현동2가,,,,,,,
형제C&P,폐수배출업소관리,서울특별시 중구 인현동2가 183-9번지 (202호) ,중구,인현동2가,,,,,,,
보배커뮤니케이션,폐수배출업소관리,서울특별시 중구 인현동2가 220-3번지 ,중구,인현동2가,,,,,,,
대우원색,폐수배출업소관리,서울특별시 중구 인현동2가 197-22번지 ,중구,인현동2가,,,,,,,
현대그래픽,폐수배출업소관리,서울특별시 중구 인현동1가 100-1번지 ,중구,인현동1가,,,,,,,
원프로세스,폐수배출업소관리,서울특별시 중구 인현동1가 106-1번지 3층 ,중구,인현동1가,,,,,,,
명동문예사,폐수배출업소관리,서울특별시 중구 인현동1가 124-2번지 ,중구,인현동1가,,,,,,,
중앙아트프린팅,폐수배출업소관리,서울특별시 중구 인현동1가 127-6번지 ,중구,인현동1가,,,,,,,
대륜문화사,폐수배출업소관리,서울특별시 중구 인현동1가 31-7번지 (2층) ,중구,인현동1가,,,,,,,
지앤피,폐수배출업소관리,서울특별시 중구 인현동1가 97-2번지 ,중구,인현동1가,,,,,,,
삼성원색,폐수배출업소관리,서울특별시 중구 인현동1가 109-6번지 ,중구,인현동1가,,,,,,,
열린미디어,폐수배출업소관리,서울특별시 중구 인현동1가 115-1번지 ,중구,인현동1가,,,,,,,
유일정판사,폐수배출업소관리,서울특별시 중구 인현동1가 70-5번지 ,중구,인현동1가,,,,,,,
화신정판사,폐수배출업소관리,서울특별시 중구 인현동1가 112-4번지 ,중구,인현동1가,,,,,,,
에스피라인,폐수배출업소관리,서울특별시 중구 인현동1가 66번지 일진빌딜지하1층 ,중구,인현동1가,,,,,,,
대동출력,폐수배출업소관리,서울특별시 중구 인현동1가 111-6번지 (2층) ,중구,인현동1가,,,,,,,
동일,폐수배출업소관리,서울특별시 중구 인현동1가 101-3번지 (2층) ,중구,인현동1가,,,,,,,
대명인쇄,폐수배출업소관리,서울특별시 중구 인현동1가 109-6번지 ,중구,인현동1가,,,,,,,
창영프로세스,폐수배출업소관리,서울특별시 중구 인현동1가 109-1번지 ,중구,인현동1가,,,,,,,
서경문화사,폐수배출업소관리,서울특별시 중구 인현동1가 137번지 ,중구,인현동1가,,,,,,,
대영문화사,폐수배출업소관리,서울특별시 중구 인현동1가 124-3번지 ,중구,인현동1가,,,,,,,
(주)삼성문화사,폐수배출업소관리,서울특별시 중구 인현동2가 159번지 ,중구,인현동2가,,,,,,,
(주)삼성문화사,폐수배출업소관리,서울특별시 중구 인현동2가 159번지 ,중구,인현동2가,,,,,,,
에스에이명진지퍼,폐수배출업소관리,서울특별시 중구 황학동 1154번지 ,중구,황학동,,,,,,,
미래섬유,폐수배출업소관리,서울특별시 중구 을지로6가 33번지 ,중구,을지로6가,,,,,,,
